Brand,Model,Star,Title,Date,Pros,Cons,Other
AMD,YD270XBGAFBOX,5,AMD 2700X is a beast!!!,2018-12-04,Pros:8 cores.. 16 threads,Cons:none,"Other Thoughts:So i purchased this CPU last week.. I'm using it for both gaming and design..I didn't overclock it or anything and its running at 4.1ghz on my Asus mobo ( B450-F gaming)I use 2D and 3D design softwares and playing games such as BTF5, Assassins creed odyssey, GTAV etc.This CPU with my 1080 graphics card and 16gb 3200hz of memory run everything without any problem..Amazing performance and great price as always from AMD..I definitely recommend this cpu"
AMD,YD270XBGAFBOX,5,1790-1815 Cinebench with stock cooler.,2018-12-04,"Pros:Incredible value propositionStock Cooler works well enough, little tricky to install (try unscrewing the retention bars on the motherboard if you can't get it on)Much improved Memory Stability.","Cons:CCX Interconnect latency. But we all better get used to it, chiplets are the future of processors.Voltages can reach 1.5v on the core during peak XFR. It's scary, and even though AMD Engineers say it's perfectly fine, it will never stop bugging you for some reason. (All core 4.0GHZ runs at a much more palatable 1.35V)Some Errata still exist, because Zen is a new architecture. Make sure your copy of Windows is up to date before installing a Zen CPU (Ideally create a new ISO with microsoft's helpful utility)","Other Thoughts:Not much to say, it's a CPU, it handles pretty much everything you throw at it.Yeah, it's not as fast as Intel's top shelf desktop stuff. Intel earned their place at the top through fair and foul means like any good corporation, so if the extra 5-20% performance is worth it to you (Depending on workload) by all means, go for it. Competitive gamers, and people who do render workloads that can leverage the IGPU especially would benefit more from Intel's CPUs, everyone else, wouldn't be able to tell the difference."
AMD,YD270XBGAFBOX,5,None,2018-12-03,Pros:Delivered quickly and for a reasonable price,Cons:We bought the wrong one,Other Thoughts:We heard this processor is bbn one of the best unfortunately we didn't check our socket type 1st and it didn't fit
AMD,YD270XBGAFBOX,5,Awesome,2018-12-02,"Pros:You get what everyone is raving about, really nice cooler.",Cons:None,Other Thoughts:Highly recommend.
AMD,YD270XBGAFBOX,5,"Almost replaced an AMD FX with an i7-8700k, went with this at the last moment. No regrets!",2018-11-27,"Pros:- Has as many threads as my computer has gigabytes of RAM.- Great for workbench loads- Great for gaming loads- Great for Tornado Trouble- Comes with the Wraith Prism cooler, fully equipped with LED lighting and is the best stock cooler you will ever own (maybe even the best air cooler in general) [I actually switch from water back to air because of this cooler]- Much more power efficient than my old Piledriver CPU.",Cons:- CPU itself is not RGB,"Other Thoughts:As my title says, I used to own an FX-8320 that I somehow managed to overclock to almost 5 GHz on a 150 watt motherboard for 4 years. Don't ask how. I don't know. It just worked. My power supply's digital link says that the CPU was drawing almost 250 watts at times. Anyways, the FX-8320 was becoming slower and slower compared to the market, and the power consumption for such a slow CPU was absurd. I looked into upgrades and had planned an Intel i7-8700k build to replace my obsolete FX. Just before ordering, I stumbled upon this here Ryzen 7 2700X, and I'm glad I did.The Intel i7-8700k is only slightly faster in single- and quad-core programs. The Ryzen, however, is a multitasking behemoth that performs much better when utilizing its full power. Most games that I play are capable of multithreading to this level anyways. Some may debate me on which CPU is really the best, but my vote goes for this one. Great purchase!"
AMD,YD270XBGAFBOX,5,"Working Really Good, My First Team Red Experience",2018-11-27,"Pros:- Benchmarks real nice (compared to my old 4770K, you'd hope it was better right? 8] )- Running all my games, servers, etc real good- Made my storage system function better with the added PCI Lanes n'at- The cooler that comes with it is really cool, works well","Cons:- I have not found any really, if your my friends, ""it isn't from Team Blue, so it's no good"" LOL!",Other Thoughts:- It does run pretty hot underload but it never goes anywhere near too hot.
AMD,YD270XBGAFBOX,5,In my Helios 500,2018-11-26,"Pros:Runs cool as a cucumber. Pushed it to 4.075GHZ whilst staying under 88 degrees. Most of the time it's at 4.0 GHZ and below 80 degrees.Builds code, machine learning models, games, audio/video/graphics.Truly a powerhouse!!!Great work AMD!",Cons:ABSOLUTELY NONE!,None
AMD,YD270XBGAFBOX,5,Decent Upgrade,2018-11-22,Pros:- Tons of cores/threads- Semi decent stock clock speeds- Older am4 motherboard compatibility,Cons:- Intel is still a bit better for gaming because of single core performance-Don't expect turbo boost to go above 4.0GHz on stock clocks,"Other Thoughts:I originally bought a ryzen 1600, but then I bought a gtx 1080. I wanted to upgrade, but didn't feel like getting a whole new motherboard for an intel. This upgrade definitely helped my frames in demanding games. Video rendering and general tasks are noticeably snappier now. The upgrade was easier than expected. Just make sure you have the latest bios if you have an older am4 mobo. Put a H55 AIO cooler on it and never go above  60C. Future proof enough that some day I may overclock a tad."
AMD,YD270XBGAFBOX,4,2700x is power,2018-11-21,"Pros:I've been with Intel for the last 10 years, and I wanted to try something different for a change, and for the price, I wanted to put the 2700x in the mix, paired with a Crosshair VI Extreme.  So far, the chip is incredible with multitasking and the entire Windows experience is smoother than my older 6700k.  I will admit, having 20-25 tabs open most of the time, VMs, and typical programming stuff ... the 2700x far outperforms the 6700k in multitasking no doubt.  All cores are used in Windows, which surprised me, and the rendering speed was well worth it when tested.  By the way, the Aura looks great!","Cons:I have G.Skill F4 3200C16D-GTZ memory, and it won't run 3200, need to keep it at 2933 (might be other timings).the 2700x runs hot, often hitting over 80 degrees celcius with the included stock cooler, which does get loud and keeps the clock rates lower, 3.9 with all cores 100% (but still above the rated 3.7) ... and truly uses all its 105 watts to power itself which surprised me more often than anticipated.  Gaming frame rates are lower than Intels, even my 6700k with many games, but, the experience has been smoother ... no more hiccups with cpu and drives.  Honestly, for $60 more, I should have bought the 8700k this summer when it was cheaper $449 for the 8700k, where I bought the 2700x for $429.","Other Thoughts:Going to put a AIO water cooling unit on it, see if the game changes.  I know that Ryzen likes 3466 memory, so, that too, might be the next purchase.  All this paired with 980 Pro 512GB for speed!BUT, for price ... the 2700x is by far, the best choice out there!  And I wanted something more for work, than play this time.  And it has not disappointed."
AMD,YD270XBGAFBOX,5,I've never owned an Intel chip,2018-11-21,"Pros:- Fast, reliable and priced low- I've gotten all cores OC'd to 4.2 stable.  4.3 BSODs on Cinebench- Easy installation- Near instant boots with NVMe drive for OS.",Cons:- I'd like to see the thermals come down a bit.  I have a Dark Rock Pro 4 sitting on top of this thing with GC Extreme thermal paste and I am still getting high 30's low 40s idle.,Other Thoughts:- would recommend since team blue always tacks on like 200 to 300 bucks for equiv CPUs- I have done nothing that choked out this CPU.  I have thrown everything at it and it just keeps on trucking.Specs:Asus Crosshair VII Hero16 gig G.Skill 3600mhz (Ryzen approved) Memorybe quiet! Dark Rock Pro 4EVGA 850w G3 PSUGigabyte Aorus 2080All that sitting in Phanteks Enthoo Evolv X case2x 140mm Phanteks intake fans1x 140 mm Phanteks exhaust fan3x 120mm Thermaltake Riing exhaust fans up top
AMD,YD270XBGAFBOX,5,Excellent Choice For The Budget Conscious,2018-11-18,Pros:-Lower price point makes it a good alternative for the budding pc builder/upgrader-Decent air cooler with fancy RGB color thingies-Good performance for the price value,"Cons:-Fans can get a bit loud (and CPU a bit warmer) during heavy usage-With that being said, you may want to reconsider an improved CPU cooler in later upgrades down the road","Other Thoughts:Old rig is 7 years old (i7 2700k) and showing it's age. I figured it's time for a new build. Since I game/draw/animate and stream and budget is an issue, I have to find that happy medium where it can do my current PC needs without breaking the bank.Originally was going for the i7 8700k since my old 2700k has served me well but the price point and my current financial situation forced me to look for alternatives which is the Ryzen series chips and I liked what I saw: it's ability to multi task with it's 8 physical cores/12 threads for various applications for it's price point and I figured I can use the extra money saved to invest in a GPU (RTX 2070) instead. The air cooler that comes with it is a nice enough entry level CPU air cooler instead of spending that saved extra money (which again, I spent it on the GPU instead) for an aftermarket CPU cooler.Sure, as far as performance goes compared to the i7 8700k option, this chip is just a tad bit behind in some aspects and then again, it excel in some areas. I knew what I will be getting with the Ryzen option and I'm totally fine with it.All in all, I was able to find that nice compromise between affordability, future proofing and it's enhanced ability to multi task. So for a budget gamer/artist/budding streamer like me, it's fills that quota quite fine.New rig is as follows:AMD 2700x CPU w/Wraith Spire CPU CoolerCorsair Vengeance RGB 16GB 3200MHzASUS RTX 2070 8GBx1TB Samsung EVO SSDx2 500GB M.2 SATA/NVME SSDx1 2TB HDD (from the old rig)EVGA G+ 750WCorsair 275R case"
AMD,YD270XBGAFBOX,5,A beast of a processor.,2018-11-17,"Pros:Handles multi-threaded performance unlike any processor I've had, I decided to give my mother my 1700X as she was still using a i7 970. Now she has performance as well. I paired this was an ASRock Taichi Ultimate, and a 500gb m.2 with 16GB of Corsair Vengance Pro 3200. I put both my NVidia 1060ti's back in, and installed CentOS Linux as my host OS, and installed my Virtual Machines to a 1TB SSD the performance of this is unbelievable and I added an addition 16gb of memory in and boosted my VM's I run a dual 43"" Samsung 4k HDR Pro TVs as monitors.I am able to re-compress video files, run a game in ultra settings, and my CPU temps don't get over 52C, I have the Corsair H150i installed into a NXZT 440.",Cons:None.,"Other Thoughts:Aside from the threadripper, this CPU will handle all the tasks you need. Also you can run linux without an issues, I made a clean install of CentOS with KDE Plasma, no issues. I have 4 task windows so I put my Windows VM's on them that way my screens are not full."
