EVGA,06G-P4-6163-KR,5,Great video card,2019-02-14,Pros:-awesome performance for the price-evga warranty/support,Cons:-none,Other Thoughts:Card is a couple years old now but has performed flawlessly in that time. No complaints at all and EVGA is always the best for customer service if there is ever a problem.
EVGA,06G-P4-6163-KR,5,Excellent card for LAN Rigs/small form factor PC builds,2016-10-08,Pros:- Card size will fit in most small form factor cases that accept full size riser cards.- EVGA great grapic card company that has wonderful support.- GTX1060 benchmarks..go look them up! This card will be standard in all my friends low budget PC builds,Cons:- No SLI support :(- No shiny LED lights,"Other Thoughts:Hey....stop reading reviews...put this into your cart, head over to EVGA to look at benchmarks, put your wallet up to the screen, and give them your money! This card is amazing. I plan on recommending this card to anyone who has a small form factor PC build, travels to LANs, goes to QuakeCon, takes their shirt off while gaming, drinks too much Jack Daniels. Really. you need a new video card your Voodoo2 just isn't cutting it anymore. It's time to upgrade! DO IT! DON'T LET YOUR DREAMS BE DREAMS!!!!"
EVGA,06G-P4-6163-KR,5,Wow nice card,2016-10-07,"Pros:EVGA GeForce GTX 1060 SC GAMING, played all  online games  at max 1080p res with great fps.Small card fit perfect into my  small case.",Cons:None,None
EVGA,06G-P4-6163-KR,5,Very easy to install and a great upgrade to GTX 750 Ti,2016-10-07,Pros:The size of the card takes up very little space in my system case and the power requirements are well suited to both general and gaming requirements.,"Cons:None yet, but I'll keep looking.","Other Thoughts:I would definitely recommend this card to anyone who is considering the jump to the GeForce 10 series cards.  While it may not have all the specs that a seriously hardcore gamer wants, this card is very well suited to the other 95% of the gamers out there!"
EVGA,06G-P4-6163-KR,5,GTX 1060 SC Gaming (SF),2016-10-07,"Pros:- Runs very cool in a mini ITX case (even with just one fan)- Low noise.- More than enough horsepower for 1080 HD (really...1080 HD is hi def enough for most of us mortals)- Will run most any new title at max or near max settings. (leaps and bounds ahead of cards from a few years ago)- Only needs one six pin for power.- Quality as expected from EVGA!- No LED's or excess junk.- Optional software to control fans.- Can be overclocked further (but why bother?)- Affordable and includes a case badge, some stickers and poster.","Cons:- Really none as far as I can see, does what it says on the tin and then some.","Other Thoughts:Bought this to replace a 3 year old GTX 760, it was a great card...got the 1060 for about the same price and it's far better, should future proof my gaming for a few years. Of course I use a 1920x1080 LED HD monitor so it runs that smooth as butter if you are into 2k or more then you should probably move up to a 1070, but for 1080 HD this 1060 is the bomb.Be sure to get the SC Gaming model the cheaper version has a cheesy heatsink and the SC is already OC'd.Been playing Fallout 4 on Ultra with tons of texture mods and runs at 60 FPS with only a few drops in FPS when the action gets busy or there is a lot of foliage around, runs Elite Dangerous Horizons maxed out as well, also used on a few smaller indie games like Fishing Planet and I can't even tell it's running.All in all this card should serve most normal 1080 HD PC gamers very well and in the last 10 years I've had zero issues with any EVGA cards I've used...very high quality. When I upgrade again in a few years (or up to a 1070) I will choose EVGA and Newegg!"
EVGA,06G-P4-6163-KR,3,Doing something wrong?,2016-10-05,Pros:Overall I guess it was a good buy. easy to setup and is still fast however...,Cons:I can't seem to run GTA 5 in atleast High settings at 60fps. Other games like the Division and Battlefront work perfectly and smooth so maybe it's just GTA is poorly optimized. I would've expected the 1060 to be able to run gta in ultra but it doesn't that way which is why i'm also unsure of how other youtube videos playing gta 5 in ultra are able to run it consistently. I'm even using Precision XOC and that still isn't helping either.,Other Thoughts:I was originally using an r9 380 but there doesn't seem to be a huge difference between the two cards. how long until this card becomes obsolete?
EVGA,06G-P4-6163-KR,5,"Best ""Sweet spot"" card I've ever seen. Best current 1060 to buy.",2016-09-30,"Pros:As the title says, this is the best ""sweet spot"" card I've seen. The previous generation card in the ""sweet spot"" was the GTX 970, which came in at $400 and was actually a pretty good deal. This however blows that deal out of the water. This kind of performance (any game on the planet at 1080p, ultra graphics, at a constant 60fps) is simply unbelievable to me at this price pint, which is currently $259.Add to that the size of this card, which is probably 2/3 to half the size of many current cards. I LOVE this. Makes it so easy to use in almost any build.QUIET! I can barely hear this thing running (probably due to the single fan) while playing games.In a nutshell, this is the best performing card per dollar on the market. And this particular one (EVGA 6gb) is the best value among them.",Cons:None. Works perfectly out of the box at low temps and with super quiet operation.,None
EVGA,06G-P4-6163-KR,5,Solid Card,2016-09-26,"Pros:Small, powerful, affordable, runs cool, overclocks well, good value and highly rated. I would recommend this to anyone who games at 1080p.",Cons:I might have a problem with low minimum framerates when overclocking as I noticed a trend where the higher I overclocked the higher the average fps would go but the minimum fps would actually lower. Could be a problem for some people but yet to be a problem for me playing The Witcher 3.,Other Thoughts:Using EVGA Precision X OC I got an overclock of +150MHz on the GPU and +500MHz on the memory. My Unigine Heaven Benchmark 4.0 score is 1845 with an average framerate of 73.3 and runs at 70 degrees C after 20 minutes in Furmark. I haven't ran it overnight yet so we'll see if the overclock can survive an 8hr stress test.EDIT: turns out +150MHz is a little too much for The Witcher 3 to run stably but +90 works well.. At max settings with Hairworks I average in the low 50 fps with dips down to 40 at times but definitely still playable and enjoyable visually. Also using Precision X OC I had to increase the voltage bar on the left to 50% just fyi.One thing that bugged me was my custom Fan map didn't apply properly in Precision X OC so I had to run it in Aggressive mode instead. Not a huge deal and could just be me but it was something.
EVGA,06G-P4-6163-KR,5,Powerful.,2016-09-15,"Pros:I think I heard the card laugh, when I requested Skyrim maxed out.  It offered it up in 2K.  GTA V is maxed out at 1080p.  There may be frame rate dips, but I didn't notice.  I haven't officially measured anything.  I haven't overclocked or utilized the boost feature.  The card is a beast!",Cons:None.,None
EVGA,06G-P4-6163-KR,4,Eveything is perfect except......,2016-09-13,Pros:-Small form factor for the same specs as a double fan graphics card.-easy to setup-Benchmark and stress test are incredible-Really great product overall,Cons:-Normally a graphics card will come with an adapter for the DVI and VGA. This card only come with the power adapter (For old power supply). So be aware !,None
EVGA,06G-P4-6163-KR,5,No Man’s Sky? No Problems!,2016-09-13,Pros:-Price to Performance Ratio-Small Form Factor,Cons:-None,"Other Thoughts:I upgraded from an EVGA GTX 970 SSC ACX 2.0. Although the 970 is more than capable of running most games (GTA5, Skyrim, ARMA 3, etc) at high settings with 40 to +60fps (1080p), I had to give in to the hype of the 1060. At the price point Newegg was offering the card, I had to get one for myself.After receiving the card, I installed it along with the 1060's driver and 10 series specific EVGA Precision OC software. I also installed the 0db Fan Stop BIOS (the factory BIOS will have the fan running at 45%, minimum). I ran it at factory clock on Unigine Extreme settings (3 times) and got an average score of 2133.In my ITX case (specs below), I was getting temps up to 82C on the card, max, on each of the run, with the base curve. After fiddling with a custom curve, I was able to have the fan operate at a tolerable noise level and keeping the temperature at under 75C.Gaming-wise, the temps run slightly lower than the benchmarking temps, between 60-70C, depending on the instance in the game. I can run GTA5 maxed out @ +60fps. On No Man's Sky, with this card an my other specs, I get +60fps on the highest settings at 1080p, at all instances with no crashes (as reported by many people). Every now and then I'd get a few dips in fps but it most likely the game and not the GPU. This card is No Man's Sky friendly!If you're looking to upgrade and on a tight budget, don't settle for anything in the 900 series. This card cost less and performs just as well as the highest 900 series. I highly recommend this card!Specs:Case: Thermaltake Core V1CPU: i5 6600KMobo: GIGABYTE GA-H170N-WIFIRAM: G.SKILL Ripjaws V Series 8GB (4Gx2)OS: Windows 10GPU: EVGA 1060 SC ACX 2.0 Single FanPSU: CX750MCPU Cooler: LEPA AquaChanger 120"
EVGA,06G-P4-6163-KR,5,great product with great performance,2016-09-12,Pros:Very compact. Very powerful. Like the software for OC very much!,Cons:none so far,None
EVGA,06G-P4-6163-KR,5,Great 1080p card at a good price!,2016-09-10,"Pros:- Easy to install- Cooling is amazing, even with only 1 fan- Looks good (if this kind of thing matters to you)- Fits into almost any case, which is perfect for Micro ATX/Mini ITX builds- Requires only a single 6-pin for additional power- And most importantly, it performs like a beast! Coming from a GTX 950 is like night and day!- Bonus: I got some cool in-game stuff for Paragon, which is nice since I really enjoy the game :)","Cons:- Nothing really, other than I had to wait about a week to finally catch it in stock :)",Other Thoughts:Perfect budget card for 1080p (and maybe even 1440p) if you can find it at MSRP!
EVGA,06G-P4-6163-KR,5,Huge Upgrade,2016-09-09,Pros:FastMore RAM than I will ever need,"Cons:The ports don't match up very well with the back of my case,  limiting me to using the DVI port at this time. That is more my problem than the card I guess.","Other Thoughts:I went from a Radeon 5670 (it died) to this and WOW talk about night and day.  With the 5670 the best I could do was Medium graphics settings.  Now with the 1060 I am running max settings on the games I play (iRacing and ETS2).  If you can't afford or don't want to spend $200-$400 more (like me) on a 1070 or 1080,  this is a great card for the money!CPU-FX-4300 OC'd @4.1 GHzCPU cooler- Corsair H70MB- ASUS M5A97 LE R2.0RAM- Corsair Vengeance 8GB DDR3 1866PSU- 550 Watt"
